subject,dataset_mouse_id,lab,n_sessions_mouse,n_probes_mouse,n_good_units_mouse,date,session_number,eid,n_probes_session,n_good_units_session,probe_name,pid,n_good_units,probe_regions_with_good_units,probe_region_good_unit_counts,n_regions_probe,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session,raw_lfp_available_session,raw_lfp_available_probe,raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_trials_total,n_trials_bwm_include,n_trials_excluded_from_bwm,bwm_trial_inclusion_fraction
NYU-46,sub-NYU-46,angelakilab,4,5,225,2021-06-25,1,64e3fb86-928c-4079-865c-b364205b502e,1,25,probe01,da17779f-7728-4c51-8b54-b88764c0908d,25,Isocortex,Isocortex:25,1,Isocortex,Isocortex:25,1,True,True,probe01,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,533,341,192,0.639775
NYU-47,sub-NYU-47,angelakilab,3,6,480,2021-06-22,1,15948667-747b-4702-9d53-354ac70e9119,2,287,probe00,4e6dfe08-cab0-4a05-903b-94283cb9f8e7,68,"CB, MB, HB",CB:57; MB:7; HB:3,3,"HB, CB, MB",HB:133; CB:88; MB:7,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,439,184,255,0.419134
NYU-47,sub-NYU-47,angelakilab,3,6,480,2021-06-22,1,15948667-747b-4702-9d53-354ac70e9119,2,287,probe01,7587e3bb-dd11-4853-b48b-feab0b56ae05,219,"HB, CB",HB:130; CB:31,2,"HB, CB, MB",HB:133; CB:88; MB:7,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,439,184,255,0.419134
NYU-47,sub-NYU-47,angelakilab,3,6,480,2021-06-24,3,288bfbf3-3700-4abe-b6e4-130b5c541e61,2,58,probe00,7dcd74a9-fc7a-4c3c-85b9-769d869629ec,12,"TH, Isocortex, CNU",TH:9; Isocortex:2; CNU:1,3,"HB, CB, TH, Isocortex, CNU",HB:24; CB:16; TH:9; Isocortex:2; CNU:1,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,503,354,149,0.703777
NYU-47,sub-NYU-47,angelakilab,3,6,480,2021-06-24,3,288bfbf3-3700-4abe-b6e4-130b5c541e61,2,58,probe01,05ec6af9-6c83-422d-91a3-ba815fa65e92,46,"HB, CB",HB:24; CB:16,2,"HB, CB, TH, Isocortex, CNU",HB:24; CB:16; TH:9; Isocortex:2; CNU:1,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,503,354,149,0.703777
NYU-47,sub-NYU-47,angelakilab,3,6,480,2021-06-25,1,fc43390d-457e-463a-9fd4-b94a0a8b48f5,2,135,probe00,3b729602-20d5-4be8-a10e-24bde8fc3092,78,"TH, CNU, Isocortex",TH:59; CNU:2; Isocortex:2,3,"TH, CB, HB, CNU, Isocortex",TH:59; CB:17; HB:15; CNU:2; Isocortex:2,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,581,411,170,0.707401
NYU-47,sub-NYU-47,angelakilab,3,6,480,2021-06-25,1,fc43390d-457e-463a-9fd4-b94a0a8b48f5,2,135,probe01,89606895-287e-4559-8536-9830b047af34,57,"CB, HB",CB:17; HB:15,2,"TH, CB, HB, CNU, Isocortex",TH:59; CB:17; HB:15; CNU:2; Isocortex:2,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,581,411,170,0.707401
NYU-48,sub-NYU-48,angelakilab,3,6,557,2021-06-29,1,a405053a-eb13-4aa4-850c-5a337e5dc7fd,2,79,probe00,450cea3b-9289-4708-9df2-a2518bdc4b59,20,"CNU, Isocortex",CNU:11; Isocortex:7,2,"HPF, Isocortex, CNU",HPF:35; Isocortex:31; CNU:11,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,615,478,137,0.777236
NYU-48,sub-NYU-48,angelakilab,3,6,557,2021-06-29,1,a405053a-eb13-4aa4-850c-5a337e5dc7fd,2,79,probe01,afecbc7f-10e3-40af-b091-cca9e8df6108,59,"HPF, Isocortex",HPF:35; Isocortex:24,2,"HPF, Isocortex, CNU",HPF:35; Isocortex:31; CNU:11,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,615,478,137,0.777236
NYU-48,sub-NYU-48,angelakilab,3,6,557,2021-07-01,1,93ad879a-aa42-4150-83e1-38773c9785e4,2,312,probe00,9991277b-9e8e-4db8-b8a6-e2c0176ef9ad,167,"CB, HB",CB:121; HB:30,2,"CB, HB, MB",CB:121; HB:103; MB:65,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,551,419,132,0.760436
NYU-48,sub-NYU-48,angelakilab,3,6,557,2021-07-01,1,93ad879a-aa42-4150-83e1-38773c9785e4,2,312,probe01,fe41986d-4966-4a77-af7e-e7f71c25aec5,145,"HB, MB",HB:73; MB:65,2,"CB, HB, MB",CB:121; HB:103; MB:65,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,551,419,132,0.760436
NYU-48,sub-NYU-48,angelakilab,3,6,557,2021-07-02,1,3d59aa1a-b4ba-47fe-b9cf-741b5fdb0c7b,2,166,probe00,a63a7248-9393-478b-9478-64f421ef5eb8,70,"TH, Isocortex, HPF",TH:31; Isocortex:25; HPF:8,3,"MB, HB, TH, Isocortex, HPF",MB:61; HB:32; TH:31; Isocortex:25; HPF:8,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,709,446,263,0.629055
NYU-48,sub-NYU-48,angelakilab,3,6,557,2021-07-02,1,3d59aa1a-b4ba-47fe-b9cf-741b5fdb0c7b,2,166,probe01,aeb06797-fddf-4ad2-b0ef-dd1b0f54d034,96,"MB, HB",MB:61; HB:32,2,"MB, HB, TH, Isocortex, HPF",MB:61; HB:32; TH:31; Isocortex:25; HPF:8,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,709,446,263,0.629055
NYU-65,sub-NYU-65,angelakilab,3,6,715,2022-09-12,2,a2ec6341-c55f-48a0-a23b-0ef2f5b1d71e,2,183,probe00,5135e93f-2f1f-4301-9532-b5ad62548c49,83,"TH, HPF, Isocortex",TH:58; HPF:22; Isocortex:3,3,"CB, TH, HPF, HB, Isocortex",CB:77; TH:58; HPF:22; HB:14; Isocortex:3,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,411,248,163,0.603406
NYU-65,sub-NYU-65,angelakilab,3,6,715,2022-09-12,2,a2ec6341-c55f-48a0-a23b-0ef2f5b1d71e,2,183,probe01,6925a312-966c-4e41-b79e-4594da57a2ee,100,"CB, HB",CB:77; HB:14,2,"CB, TH, HPF, HB, Isocortex",CB:77; TH:58; HPF:22; HB:14; Isocortex:3,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,411,248,163,0.603406
NYU-65,sub-NYU-65,angelakilab,3,6,715,2022-09-15,1,8c025071-c4f3-426c-9aed-f149e8f75b7b,2,242,probe00,81f35c52-f7bb-4342-8f91-1837a068c045,72,CB,CB:71,1,"CB, HB",CB:197; HB:39,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,531,297,234,0.559322
NYU-65,sub-NYU-65,angelakilab,3,6,715,2022-09-15,1,8c025071-c4f3-426c-9aed-f149e8f75b7b,2,242,probe01,93a76e52-fed0-494f-8852-2b978f56a8e7,170,"CB, HB",CB:126; HB:39,2,"CB, HB",CB:197; HB:39,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,531,297,234,0.559322
NYU-65,sub-NYU-65,angelakilab,3,6,715,2022-09-16,1,bb8d9451-fdbd-4f46-b52e-9290e8f84d2e,2,290,probe00,79e56114-a12b-4571-bee3-a5cdd2145ea1,38,"HB, CB",HB:34; CB:4,2,"CB, HB",CB:198; HB:86,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,503,302,201,0.600398
NYU-65,sub-NYU-65,angelakilab,3,6,715,2022-09-16,1,bb8d9451-fdbd-4f46-b52e-9290e8f84d2e,2,290,probe01,e6749a77-4b65-4186-a47e-63562386cecd,252,"CB, HB",CB:194; HB:52,2,"CB, HB",CB:198; HB:86,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,503,302,201,0.600398
CSHL045,sub-CSHL045,churchlandlab,5,7,731,2020-02-24,1,034e726f-b35f-41e0-8d6c-a22cc32391fb,2,140,probe00,8fbfa285-d721-4a1a-8c18-f36652c17909,70,"TH, Isocortex, HPF, HY",TH:30; Isocortex:19; HPF:9; HY:5,4,"TH, Isocortex, HPF, HY, CNU",TH:97; Isocortex:19; HPF:9; HY:5; CNU:1,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,589,440,149,0.747029
CSHL045,sub-CSHL045,churchlandlab,5,7,731,2020-02-24,1,034e726f-b35f-41e0-8d6c-a22cc32391fb,2,140,probe01,5e84c8e7-236f-4a64-a944-dc4a17c64f1d,70,"TH, CNU",TH:67; CNU:1,2,"TH, Isocortex, HPF, HY, CNU",TH:97; Isocortex:19; HPF:9; HY:5; CNU:1,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,589,440,149,0.747029
CSHL045,sub-CSHL045,churchlandlab,5,7,731,2020-02-25,2,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,1,91,probe01,53b58cc3-8d88-4257-aa63-48da088f2091,91,"TH, CNU",TH:29; CNU:28,2,"TH, CNU",TH:29; CNU:28,2,True,True,probe01,True,"left, right",True,"left, right",DLC + Lightning Pose,528,379,149,0.717803
CSHL045,sub-CSHL045,churchlandlab,5,7,731,2020-02-26,1,fa704052-147e-46f6-b190-a65b837e605e,2,136,probe00,00a824c0-e060-495f-9ebc-79c82fef4c67,67,"Isocortex, MB",Isocortex:35; MB:32,2,"MB, Isocortex, HB, HPF",MB:57; Isocortex:36; HB:27; HPF:5,4,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,1007,749,258,0.743793
CSHL045,sub-CSHL045,churchlandlab,5,7,731,2020-02-26,1,fa704052-147e-46f6-b190-a65b837e605e,2,136,probe01,7791ee46-5c13-4d1b-8518-5602dcb8666b,69,"HB, MB, HPF, Isocortex",HB:27; MB:25; HPF:5; Isocortex:1,4,"MB, Isocortex, HB, HPF",MB:57; Isocortex:36; HB:27; HPF:5,4,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,1007,749,258,0.743793
CSHL045,sub-CSHL045,churchlandlab,5,7,731,2020-02-27,1,46794e05-3f6a-4d35-afb3-9165091a5a74,1,131,probe01,0ece5c6a-7d1e-4365-893d-ac1cc04f1d7b,131,"HB, CB",HB:76; CB:24,2,"HB, CB",HB:76; CB:24,2,True,True,probe01,True,"left, right",True,"left, right",DLC + Lightning Pose,807,533,274,0.660471
CSHL045,sub-CSHL045,churchlandlab,5,7,731,2020-02-28,1,7939711b-8b4d-4251-b698-b97c1eaa846e,1,233,probe01,e070023a-2a5d-4398-ad66-f9ed5d517ad1,233,"HB, CB",HB:119; CB:94,2,"HB, CB",HB:119; CB:94,2,True,True,probe01,True,"left, right",True,"left, right",DLC + Lightning Pose,1019,580,439,0.569185
CSHL047,sub-CSHL047,churchlandlab,2,4,304,2020-01-21,1,b52182e7-39f6-4914-9717-136db589706e,2,159,probe00,0393f34c-a2bd-4c01-99c9-f6b4ec6e786d,122,"Isocortex, MB, HPF",Isocortex:60; MB:37; HPF:18,3,"Isocortex, HPF, MB",Isocortex:60; HPF:55; MB:37,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,700,463,237,0.661429
CSHL047,sub-CSHL047,churchlandlab,2,4,304,2020-01-21,1,b52182e7-39f6-4914-9717-136db589706e,2,159,probe01,4762e8ed-4d94-4fd7-9522-e927f5ffca74,37,HPF,HPF:37,1,"Isocortex, HPF, MB",Isocortex:60; HPF:55; MB:37,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,700,463,237,0.661429
CSHL047,sub-CSHL047,churchlandlab,2,4,304,2020-01-22,2,2d5f6d81-38c4-4bdc-ac3c-302ea4d5f46e,2,145,probe00,dec6ad00-01c8-4bfd-bcdc-b37c5e0cdb0e,51,"Isocortex, HPF, TH",Isocortex:25; HPF:11; TH:10,3,"TH, CNU, Isocortex, HPF, OLF",TH:48; CNU:34; Isocortex:25; HPF:11; OLF:1,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,421,200,221,0.475059
CSHL047,sub-CSHL047,churchlandlab,2,4,304,2020-01-22,2,2d5f6d81-38c4-4bdc-ac3c-302ea4d5f46e,2,145,probe01,45c49ba2-a113-4446-9c6d-9b049c1f9f74,94,"TH, CNU, OLF",TH:38; CNU:34; OLF:1,3,"TH, CNU, Isocortex, HPF, OLF",TH:48; CNU:34; Isocortex:25; HPF:11; OLF:1,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,421,200,221,0.475059
CSHL049,sub-CSHL049,churchlandlab,4,6,581,2020-01-08,1,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,2,183,probe00,f86e9571-63ff-4116-9c40-aa44d57d2da9,60,"Isocortex, MB, HPF, TH",Isocortex:29; MB:15; HPF:8; TH:5,4,"CNU, OLF, Isocortex, MB, CTXsp, HPF, TH",CNU:79; OLF:36; Isocortex:29; MB:15; CTXsp:8; HPF:8; TH:5,7,True,True,"probe00, probe01",True,"body, left, right",True,"left, right",DLC + Lightning Pose,842,562,280,0.667458
CSHL049,sub-CSHL049,churchlandlab,4,6,581,2020-01-08,1,4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,2,183,probe01,fd555d39-b728-44aa-90d2-796b8bb58300,123,"CNU, OLF, CTXsp",CNU:79; OLF:36; CTXsp:8,3,"CNU, OLF, Isocortex, MB, CTXsp, HPF, TH",CNU:79; OLF:36; Isocortex:29; MB:15; CTXsp:8; HPF:8; TH:5,7,True,True,"probe00, probe01",True,"body, left, right",True,"left, right",DLC + Lightning Pose,842,562,280,0.667458
CSHL049,sub-CSHL049,churchlandlab,4,6,581,2020-01-09,1,c99d53e6-c317-4c53-99ba-070b26673ac4,1,67,probe00,531423f6-d36d-472b-8234-c8f7b8293f79,67,"TH, Isocortex, HPF, MB",TH:23; Isocortex:21; HPF:14; MB:2,4,"TH, Isocortex, HPF, MB",TH:23; Isocortex:21; HPF:14; MB:2,4,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,642,427,215,0.665109
CSHL049,sub-CSHL049,churchlandlab,4,6,581,2020-01-10,2,d2918f52-8280-43c0-924b-029b2317e62c,1,218,probe00,2564dc27-4eda-4fc3-a151-c13475796ee1,218,"Isocortex, CNU, HY",Isocortex:127; CNU:75; HY:5,3,"Isocortex, CNU, HY",Isocortex:127; CNU:75; HY:5,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,837,592,245,0.707288
CSHL049,sub-CSHL049,churchlandlab,4,6,581,2020-01-11,1,d839491f-55d8-4cbe-a298-7839208ba12b,2,113,probe00,ae2b9f1b-ebe3-4b56-8957-31982186e6ec,82,"CNU, Isocortex",CNU:51; Isocortex:31,2,"CNU, Isocortex, HPF, CTXsp, OLF",CNU:51; Isocortex:31; HPF:18; CTXsp:11; OLF:2,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,559,330,229,0.59034
CSHL049,sub-CSHL049,churchlandlab,4,6,581,2020-01-11,1,d839491f-55d8-4cbe-a298-7839208ba12b,2,113,probe01,c536b0a9-b710-43c3-ba2c-5a0cccf98ec2,31,"HPF, CTXsp, OLF",HPF:18; CTXsp:11; OLF:2,3,"CNU, Isocortex, HPF, CTXsp, OLF",CNU:51; Isocortex:31; HPF:18; CTXsp:11; OLF:2,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,559,330,229,0.59034
CSHL051,sub-CSHL051,churchlandlab,1,2,133,2020-02-05,1,ecb5520d-1358-434c-95ec-93687ecd1396,2,133,probe00,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,53,"Isocortex, MB, HPF",Isocortex:19; MB:18; HPF:12,3,"Isocortex, HPF, MB, TH",Isocortex:47; HPF:39; MB:38; TH:1,4,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,510,320,190,0.627451
CSHL051,sub-CSHL051,churchlandlab,1,2,133,2020-02-05,1,ecb5520d-1358-434c-95ec-93687ecd1396,2,133,probe01,e55266c7-eb05-47bb-b263-1cc08dc3c00c,80,"Isocortex, HPF, MB, TH",Isocortex:28; HPF:27; MB:20; TH:1,4,"Isocortex, HPF, MB, TH",Isocortex:47; HPF:39; MB:38; TH:1,4,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,510,320,190,0.627451
CSHL052,sub-CSHL052,churchlandlab,5,8,593,2020-02-17,3,3663d82b-f197-4e8b-b299-7b803a155b84,2,179,probe00,b46e219c-6a87-4a93-9924-1070841381e9,87,"TH, Isocortex",TH:44; Isocortex:43,2,"TH, Isocortex, HY, OLF, CNU, CTXsp",TH:92; Isocortex:43; HY:14; OLF:6; CNU:2; CTXsp:1,6,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,893,596,297,0.667413
CSHL052,sub-CSHL052,churchlandlab,5,8,593,2020-02-17,3,3663d82b-f197-4e8b-b299-7b803a155b84,2,179,probe01,04690e35-ab38-41db-982c-50cbdf8d0dd1,92,"TH, HY, OLF, CNU, CTXsp",TH:48; HY:14; OLF:6; CNU:2; CTXsp:1,5,"TH, Isocortex, HY, OLF, CNU, CTXsp",TH:92; Isocortex:43; HY:14; OLF:6; CNU:2; CTXsp:1,6,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,893,596,297,0.667413
CSHL052,sub-CSHL052,churchlandlab,5,8,593,2020-02-18,2,85dc2ebd-8aaf-46b0-9284-a197aee8b16f,1,146,probe00,df07180e-268e-489c-826e-40cb6f63d3a5,146,"MB, Isocortex, HPF",MB:70; Isocortex:57; HPF:16,3,"MB, Isocortex, HPF",MB:70; Isocortex:57; HPF:16,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,770,410,360,0.532468
CSHL052,sub-CSHL052,churchlandlab,5,8,593,2020-02-19,2,5386aba9-9b97-4557-abcd-abc2da66b863,1,59,probe00,5810514e-2a86-4a34-b7bd-1e4b0b601295,59,TH,TH:59,1,TH,TH:59,1,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,1011,684,327,0.676558
CSHL052,sub-CSHL052,churchlandlab,5,8,593,2020-02-20,1,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,2,100,probe00,220bca21-4cf8-43f1-a213-71645899c571,66,"TH, HPF, HY",TH:45; HPF:10; HY:6,3,"TH, HPF, HY",TH:45; HPF:44; HY:6,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,907,576,331,0.635061
CSHL052,sub-CSHL052,churchlandlab,5,8,593,2020-02-20,1,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,2,100,probe01,1841cf1f-725d-499e-ab8e-7f6fc8c308b6,34,HPF,HPF:34,1,"TH, HPF, HY",TH:45; HPF:44; HY:6,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,907,576,331,0.635061
CSHL052,sub-CSHL052,churchlandlab,5,8,593,2020-02-21,1,4b00df29-3769-43be-bb40-128b1cba6d35,2,109,probe00,8d59da25-3a9c-44be-8b1a-e27cdd39ca34,66,"TH, HPF",TH:56; HPF:10,2,"TH, HPF",TH:95; HPF:14,2,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,812,550,262,0.67734
CSHL052,sub-CSHL052,churchlandlab,5,8,593,2020-02-21,1,4b00df29-3769-43be-bb40-128b1cba6d35,2,109,probe01,461ecb39-ab58-4a6c-acd7-22da5b4b4b22,43,"TH, HPF",TH:39; HPF:4,2,"TH, HPF",TH:95; HPF:14,2,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,812,550,262,0.67734
CSHL053,sub-CSHL053,churchlandlab,4,5,664,2020-01-29,1,12dc8b34-b18e-4cdd-90a9-da134a9be79c,1,32,probe00,43d4f889-4b05-44df-8306-ea10f854776f,32,"Isocortex, HPF, TH",Isocortex:16; HPF:3; TH:1,3,"Isocortex, HPF, TH",Isocortex:16; HPF:3; TH:1,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,907,419,488,0.461963
CSHL053,sub-CSHL053,churchlandlab,4,5,664,2020-01-30,1,0deb75fb-9088-42d9-b744-012fb8fc4afb,1,75,probe00,188fe7d5-fd1c-494f-88bc-672d77b9779e,75,"Isocortex, TH, HPF",Isocortex:34; TH:17; HPF:12,3,"Isocortex, TH, HPF",Isocortex:34; TH:17; HPF:12,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,675,208,467,0.308148
CSHL053,sub-CSHL053,churchlandlab,4,5,664,2020-02-01,1,eef82e27-c20e-48da-b4b7-c443031649e3,1,146,probe00,0ce74616-abf8-47c2-86d9-f821cd25efd3,146,CB,CB:137,1,CB,CB:137,1,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,509,224,285,0.440079
CSHL053,sub-CSHL053,churchlandlab,4,5,664,2020-02-02,2,810b1e07-009e-4ebe-930a-915e4cd8ece4,2,411,probe00,c5fd185f-1c5a-4aad-9795-43c4ccf8ea94,152,"CB, HB",CB:82; HB:30,2,"CB, HB, MB",CB:207; HB:72; MB:45,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,469,168,301,0.358209
CSHL053,sub-CSHL053,churchlandlab,4,5,664,2020-02-02,2,810b1e07-009e-4ebe-930a-915e4cd8ece4,2,411,probe01,04db6b9e-a80c-4507-a98e-ad76294ac444,259,"CB, MB, HB",CB:125; MB:45; HB:42,3,"CB, HB, MB",CB:207; HB:72; MB:45,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,469,168,301,0.358209
CSHL054,sub-CSHL054,churchlandlab,1,2,119,2020-02-11,1,a71175be-d1fd-47a3-aa93-b830ea3634a1,2,119,probe00,ac680ec5-6f89-4739-9848-9d76fc0e017f,71,"MB, Isocortex, HB",MB:64; Isocortex:5; HB:1,3,"MB, Isocortex, HB, HPF",MB:94; Isocortex:22; HB:1; HPF:1,4,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,855,342,513,0.4
CSHL054,sub-CSHL054,churchlandlab,1,2,119,2020-02-11,1,a71175be-d1fd-47a3-aa93-b830ea3634a1,2,119,probe01,e10a7a75-4740-41d1-82bb-7696ed14c442,48,"MB, Isocortex, HPF",MB:30; Isocortex:17; HPF:1,3,"MB, Isocortex, HB, HPF",MB:94; Isocortex:22; HB:1; HPF:1,4,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,855,342,513,0.4
CSHL055,sub-CSHL055,churchlandlab,1,2,171,2020-02-17,1,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,2,171,probe00,0eb65305-bb95-4bf1-a154-1b810c0cff25,121,"TH, Isocortex, HPF, HY",TH:55; Isocortex:26; HPF:23; HY:5,4,"TH, CNU, Isocortex, HPF, CTXsp, HY",TH:55; CNU:43; Isocortex:26; HPF:23; CTXsp:7; HY:5,6,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,771,531,240,0.688716
CSHL055,sub-CSHL055,churchlandlab,1,2,171,2020-02-17,1,0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,2,171,probe01,f9656eee-141c-453d-a016-4aba68f674dc,50,"CNU, CTXsp",CNU:43; CTXsp:7,2,"TH, CNU, Isocortex, HPF, CTXsp, HY",TH:55; CNU:43; Isocortex:26; HPF:23; CTXsp:7; HY:5,6,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,771,531,240,0.688716
CSHL058,sub-CSHL058,churchlandlab,3,6,569,2020-07-07,1,f312aaec-3b6f-44b3-86b4-3a0c119c0438,2,183,probe00,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,142,"TH, Isocortex, HPF",TH:96; Isocortex:37; HPF:7,3,"TH, Isocortex, HPF, MB",TH:98; Isocortex:56; HPF:19; MB:7,4,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,626,472,154,0.753994
CSHL058,sub-CSHL058,churchlandlab,3,6,569,2020-07-07,1,f312aaec-3b6f-44b3-86b4-3a0c119c0438,2,183,probe01,d585f4b5-d154-4666-92c4-eb219f1e0f02,41,"Isocortex, HPF, MB, TH",Isocortex:19; HPF:12; MB:7; TH:2,4,"TH, Isocortex, HPF, MB",TH:98; Isocortex:56; HPF:19; MB:7,4,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,626,472,154,0.753994
CSHL058,sub-CSHL058,churchlandlab,3,6,569,2020-07-08,1,fb70ebf7-8175-42b0-9b7a-7c6e8612226e,2,267,probe00,acf04c3f-650a-4de0-b0d0-edf695dd2025,94,Isocortex,Isocortex:94,1,"Isocortex, OLF, CNU",Isocortex:168; OLF:83; CNU:16,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,649,489,160,0.753467
CSHL058,sub-CSHL058,churchlandlab,3,6,569,2020-07-08,1,fb70ebf7-8175-42b0-9b7a-7c6e8612226e,2,267,probe01,5fd00035-89d6-4e7c-bb26-f103388b731d,173,"OLF, Isocortex, CNU",OLF:83; Isocortex:74; CNU:16,3,"Isocortex, OLF, CNU",Isocortex:168; OLF:83; CNU:16,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,649,489,160,0.753467
CSHL058,sub-CSHL058,churchlandlab,3,6,569,2020-07-11,3,28741f91-c837-4147-939e-918d38d849f2,2,119,probe00,bf591043-03c2-48bb-9197-e17e85aaeb8f,50,"CNU, Isocortex",CNU:32; Isocortex:8,2,"Isocortex, CNU, OLF",Isocortex:53; CNU:35; OLF:21,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,401,271,130,0.67581
CSHL058,sub-CSHL058,churchlandlab,3,6,569,2020-07-11,3,28741f91-c837-4147-939e-918d38d849f2,2,119,probe01,5458cb27-d065-4626-bcd8-1aa775e1115e,69,"Isocortex, OLF, CNU",Isocortex:45; OLF:21; CNU:3,3,"Isocortex, CNU, OLF",Isocortex:53; CNU:35; OLF:21,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,401,271,130,0.67581
CSHL059,sub-CSHL059,churchlandlab,5,9,646,2020-03-03,1,d2f5a130-b981-4546-8858-c94ae1da75ff,2,163,probe00,79628a45-c2e3-4206-97df-4c91edaff90f,96,"Isocortex, CNU",Isocortex:57; CNU:36,2,"Isocortex, CNU, OLF",Isocortex:100; CNU:57; OLF:1,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,525,358,167,0.681905
