subject,dataset_mouse_id,lab,n_sessions_mouse,n_probes_mouse,n_good_units_mouse,date,session_number,eid,n_probes_session,n_good_units_session,probe_name,pid,n_good_units,probe_regions_with_good_units,probe_region_good_unit_counts,n_regions_probe,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session,raw_lfp_available_session,raw_lfp_available_probe,raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_trials_total,n_trials_bwm_include,n_trials_excluded_from_bwm,bwm_trial_inclusion_fraction
SWC_054,sub-SWC_054,mrsicflogellab,6,10,1039,2020-10-10,1,671c7ea7-6726-4fbe-adeb-f89c2c8e489b,2,136,probe00,04c9890f-2276-4c20-854f-305ff5c9b6cf,97,"HB, CB",HB:94; CB:3,2,"HB, TH, Isocortex, CB, HY",HB:94; TH:20; Isocortex:5; CB:3; HY:2,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,802,543,259,0.677057
SWC_054,sub-SWC_054,mrsicflogellab,6,10,1039,2020-10-10,1,671c7ea7-6726-4fbe-adeb-f89c2c8e489b,2,136,probe01,3e7618b8-34ca-4e48-ba3a-0e0f88a43131,39,"TH, Isocortex, HY",TH:20; Isocortex:5; HY:2,3,"HB, TH, Isocortex, CB, HY",HB:94; TH:20; Isocortex:5; CB:3; HY:2,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,802,543,259,0.677057
SWC_054,sub-SWC_054,mrsicflogellab,6,10,1039,2020-10-11,1,6bb5da8f-6858-4fdd-96d9-c34b3b841593,1,29,probe00,7909c0aa-c074-4e19-aabf-b8167c682a5b,29,"CB, HB, MB",CB:3; HB:2; MB:1,3,"CB, HB, MB",CB:3; HB:2; MB:1,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,651,450,201,0.691244
SWC_058,sub-SWC_058,mrsicflogellab,4,7,778,2020-12-07,1,3638d102-e8b6-4230-8742-e548cd87a949,1,83,probe01,143dd7cf-6a47-47a1-906d-927ad7fe9117,83,"TH, HPF, Isocortex",TH:74; HPF:7; Isocortex:2,3,"TH, HPF, Isocortex",TH:74; HPF:7; Isocortex:2,3,True,True,probe01,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,695,398,297,0.572662
SWC_058,sub-SWC_058,mrsicflogellab,4,7,778,2020-12-08,1,f1db6257-85ef-4385-b415-2d078ec75df2,2,386,probe00,72c095b0-c7ab-4e22-a4aa-4163102de553,234,"HB, CB",HB:102; CB:53,2,"CB, HB",CB:200; HB:102,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,741,434,307,0.585695
SWC_058,sub-SWC_058,mrsicflogellab,4,7,778,2020-12-08,1,f1db6257-85ef-4385-b415-2d078ec75df2,2,386,probe01,de5d704c-4a5b-4fb0-b4af-71614c510a8b,152,CB,CB:147,1,"CB, HB",CB:200; HB:102,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,741,434,307,0.585695
SWC_058,sub-SWC_058,mrsicflogellab,4,7,778,2020-12-09,1,d3a2b25e-46d3-4f0b-ade6-4e32255f4c35,2,161,probe00,ffb1b072-2de7-44a4-8115-5799b9866382,23,"HB, CB",HB:18; CB:4,2,"CB, HB",CB:131; HB:18,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,949,690,259,0.727081
SWC_058,sub-SWC_058,mrsicflogellab,4,7,778,2020-12-09,1,d3a2b25e-46d3-4f0b-ade6-4e32255f4c35,2,161,probe01,0228bcfd-632e-49bd-acd4-c334cf9213e9,138,CB,CB:127,1,"CB, HB",CB:131; HB:18,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,949,690,259,0.727081
SWC_058,sub-SWC_058,mrsicflogellab,4,7,778,2020-12-10,1,9545aa05-3945-4054-a5c3-a259f7209d61,2,148,probe00,25e75514-43e1-4c07-9fea-581bd203b55c,24,"HB, CB",HB:13; CB:9,2,"CB, HB",CB:130; HB:13,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,487,294,193,0.603696
SWC_058,sub-SWC_058,mrsicflogellab,4,7,778,2020-12-10,1,9545aa05-3945-4054-a5c3-a259f7209d61,2,148,probe01,58b271d5-f728-4de8-b2ae-51908931247c,124,CB,CB:121,1,"CB, HB",CB:130; HB:13,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,487,294,193,0.603696
SWC_065,sub-SWC_065,mrsicflogellab,1,1,59,2022-05-07,1,1425bd6f-c625-4f6a-b237-dc5bcfc42c87,1,59,probe01,577e4741-4b15-4e91-b81b-61304a09bfb5,59,"CB, HB",CB:38; HB:13,2,"CB, HB",CB:38; HB:13,2,True,True,probe01,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,839,634,205,0.755662
NR_0017,sub-NR_0017,steinmetzlab,1,1,60,2022-03-22,1,e6043c7d-8f6e-4b66-8309-2ec0abac0f79,1,60,probe00,810416d1-ce3c-4b2e-a827-6cdc65c8cd5c,60,"TH, HPF, HY",TH:58; HPF:1; HY:1,3,"TH, HPF, HY",TH:58; HPF:1; HY:1,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,911,678,233,0.744237
NR_0019,sub-NR_0019,steinmetzlab,3,5,459,2022-04-29,1,9b528ad0-4599-4a55-9148-96cc1d93fb24,1,79,probe00,485b50c8-71e1-4654-9a07-64395c15f5ed,79,"MB, HPF, Isocortex, TH",MB:46; HPF:26; Isocortex:2; TH:1,4,"MB, HPF, Isocortex, TH",MB:46; HPF:26; Isocortex:2; TH:1,4,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,581,451,130,0.776248
NR_0019,sub-NR_0019,steinmetzlab,3,5,459,2022-05-01,1,b887df2c-bb9c-44c9-a9c0-538da87b2cab,2,138,probe00,33cde267-919e-4c4d-9105-814787499837,86,MB,MB:86,1,"MB, HPF, Isocortex",MB:122; HPF:14; Isocortex:1,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,478,375,103,0.784519
NR_0019,sub-NR_0019,steinmetzlab,3,5,459,2022-05-01,1,b887df2c-bb9c-44c9-a9c0-538da87b2cab,2,138,probe01,59b7a543-8827-4157-a4f6-d5d0e50fdf39,52,"MB, HPF, Isocortex",MB:36; HPF:14; Isocortex:1,3,"MB, HPF, Isocortex",MB:122; HPF:14; Isocortex:1,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,478,375,103,0.784519
NR_0019,sub-NR_0019,steinmetzlab,3,5,459,2022-05-03,1,63c70ae8-4dfb-418b-b21b-f0b1e5fba6c9,2,242,probe00,335d689e-4d98-4532-b01b-7f7da89863c4,199,"TH, HY",TH:176; HY:23,2,"TH, Isocortex, HY",TH:176; Isocortex:41; HY:23,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,900,728,172,0.808889
NR_0019,sub-NR_0019,steinmetzlab,3,5,459,2022-05-03,1,63c70ae8-4dfb-418b-b21b-f0b1e5fba6c9,2,242,probe01,83716e49-3026-41a3-b021-1a4b6362f433,43,Isocortex,Isocortex:41,1,"TH, Isocortex, HY",TH:176; Isocortex:41; HY:23,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,900,728,172,0.808889
NR_0020,sub-NR_0020,steinmetzlab,4,7,700,2022-05-08,1,3e6a97d3-3991-49e2-b346-6948cb4580fb,2,154,probe00,0aafb6f1-6c10-4886-8f03-543988e02d9e,84,"MB, Isocortex, HPF",MB:49; Isocortex:24; HPF:9,3,"MB, HPF, CTXsp, Isocortex, OLF",MB:49; HPF:39; CTXsp:25; Isocortex:24; OLF:10,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,525,422,103,0.80381
NR_0020,sub-NR_0020,steinmetzlab,4,7,700,2022-05-08,1,3e6a97d3-3991-49e2-b346-6948cb4580fb,2,154,probe01,b976e816-bc24-42e3-adf4-2801f1a52657,70,"HPF, CTXsp, OLF",HPF:30; CTXsp:25; OLF:10,3,"MB, HPF, CTXsp, Isocortex, OLF",MB:49; HPF:39; CTXsp:25; Isocortex:24; OLF:10,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,525,422,103,0.80381
NR_0020,sub-NR_0020,steinmetzlab,4,7,700,2022-05-09,1,eacc49a9-f3a1-49f1-b87f-0972f90ee837,2,282,probe00,dac5defe-62b8-4cc0-96cb-b9f923957c7f,207,"MB, Isocortex",MB:165; Isocortex:41,2,"MB, HPF, Isocortex, CTXsp, OLF",MB:165; HPF:43; Isocortex:41; CTXsp:26; OLF:1,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,817,658,159,0.805386
NR_0020,sub-NR_0020,steinmetzlab,4,7,700,2022-05-09,1,eacc49a9-f3a1-49f1-b87f-0972f90ee837,2,282,probe01,e9cf749b-85dc-4b59-834b-325cec608c48,75,"HPF, CTXsp, OLF",HPF:43; CTXsp:26; OLF:1,3,"MB, HPF, Isocortex, CTXsp, OLF",MB:165; HPF:43; Isocortex:41; CTXsp:26; OLF:1,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,817,658,159,0.805386
NR_0020,sub-NR_0020,steinmetzlab,4,7,700,2022-05-10,1,5b49aca6-a6f4-4075-931a-617ad64c219c,1,49,probe01,f84f36c9-88f8-4d80-ba34-7f7a2b254ece,49,"OLF, HPF, CTXsp",OLF:20; HPF:18; CTXsp:6,3,"OLF, HPF, CTXsp",OLF:20; HPF:18; CTXsp:6,3,True,True,probe01,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,773,588,185,0.760673
NR_0020,sub-NR_0020,steinmetzlab,4,7,700,2022-05-11,1,d901aff5-2250-467a-b4a1-0cb9729df9e2,2,215,probe00,96c816ad-9a48-46a4-8a84-9a73cc153d69,167,"TH, MB",TH:133; MB:31,2,"TH, HPF, MB, Isocortex",TH:133; HPF:39; MB:31; Isocortex:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,458,365,93,0.796943
NR_0020,sub-NR_0020,steinmetzlab,4,7,700,2022-05-11,1,d901aff5-2250-467a-b4a1-0cb9729df9e2,2,215,probe01,12c0f3a9-518e-4dac-9651-5d95c2b4730f,48,"HPF, Isocortex",HPF:39; Isocortex:7,2,"TH, HPF, MB, Isocortex",TH:133; HPF:39; MB:31; Isocortex:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,458,365,93,0.796943
NR_0021,sub-NR_0021,steinmetzlab,3,6,384,2022-06-28,1,27ef44c0-acb2-4220-b776-477d0d5abd35,2,187,probe00,07c79864-6fff-4e72-9fce-1c982e3457f9,45,"HPF, TH",HPF:26; TH:19,2,"OLF, HPF, Isocortex, CNU, TH",OLF:92; HPF:26; Isocortex:24; CNU:21; TH:19,5,True,True,"probe00, probe01",True,"body, left, right",True,"left, right",DLC + Lightning Pose,593,466,127,0.785835
NR_0021,sub-NR_0021,steinmetzlab,3,6,384,2022-06-28,1,27ef44c0-acb2-4220-b776-477d0d5abd35,2,187,probe01,d23dec01-b35e-4950-9afa-72a1b3e74148,142,"OLF, Isocortex, CNU",OLF:92; Isocortex:24; CNU:21,3,"OLF, HPF, Isocortex, CNU, TH",OLF:92; HPF:26; Isocortex:24; CNU:21; TH:19,5,True,True,"probe00, probe01",True,"body, left, right",True,"left, right",DLC + Lightning Pose,593,466,127,0.785835
NR_0021,sub-NR_0021,steinmetzlab,3,6,384,2022-06-30,2,1ca83b26-30fc-4350-a616-c38b7d00d240,2,105,probe00,f865ea6c-6288-4a77-9a94-ef740166e9c7,98,MB,MB:98,1,"MB, Isocortex",MB:98; Isocortex:7,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,586,434,152,0.740614
NR_0021,sub-NR_0021,steinmetzlab,3,6,384,2022-06-30,2,1ca83b26-30fc-4350-a616-c38b7d00d240,2,105,probe01,9486a103-c53e-4a60-b202-4efcc6278d44,7,Isocortex,Isocortex:7,1,"MB, Isocortex",MB:98; Isocortex:7,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,586,434,152,0.740614
NR_0021,sub-NR_0021,steinmetzlab,3,6,384,2022-07-08,1,e0928e11-2b86-4387-a203-80c77fab5d52,2,92,probe00,fdeff6df-7216-4b83-ab64-241e9fd173da,30,"MB, Isocortex",MB:15; Isocortex:12,2,"Isocortex, HPF, MB",Isocortex:40; HPF:34; MB:15,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,474,327,147,0.689873
NR_0021,sub-NR_0021,steinmetzlab,3,6,384,2022-07-08,1,e0928e11-2b86-4387-a203-80c77fab5d52,2,92,probe01,799d899d-c398-4e81-abaf-1ef4b02d5475,62,"HPF, Isocortex",HPF:34; Isocortex:28,2,"Isocortex, HPF, MB",Isocortex:40; HPF:34; MB:15,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,474,327,147,0.689873
NR_0024,sub-NR_0024,steinmetzlab,4,7,576,2023-01-19,1,3bcb81b4-d9ca-4fc9-a1cd-353a966239ca,2,129,probe00,d004f105-9886-4b83-a59a-f9173131a383,76,"MB, Isocortex, HPF",MB:39; Isocortex:24; HPF:11,3,"MB, Isocortex, HPF",MB:81; Isocortex:26; HPF:20,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,664,407,257,0.612952
NR_0024,sub-NR_0024,steinmetzlab,4,7,576,2023-01-19,1,3bcb81b4-d9ca-4fc9-a1cd-353a966239ca,2,129,probe01,cc701ed3-84b6-4b8e-8390-2e3f54414b19,53,"MB, HPF, Isocortex",MB:42; HPF:9; Isocortex:2,3,"MB, Isocortex, HPF",MB:81; Isocortex:26; HPF:20,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,664,407,257,0.612952
NR_0024,sub-NR_0024,steinmetzlab,4,7,576,2023-02-01,1,7cc74598-9c1b-436b-84fa-0bf89f31adf6,2,177,probe00,27109779-1b15-4d74-893f-08216d231307,105,"MB, HPF, Isocortex, HB",MB:68; HPF:17; Isocortex:17; HB:2,4,"Isocortex, MB, HPF, HB",Isocortex:79; MB:68; HPF:17; HB:2,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,526,282,244,0.536122
NR_0024,sub-NR_0024,steinmetzlab,4,7,576,2023-02-01,1,7cc74598-9c1b-436b-84fa-0bf89f31adf6,2,177,probe01,bf827e50-eed3-4984-908e-c48ffbeae7b5,72,Isocortex,Isocortex:62,1,"Isocortex, MB, HPF, HB",Isocortex:79; MB:68; HPF:17; HB:2,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,526,282,244,0.536122
NR_0024,sub-NR_0024,steinmetzlab,4,7,576,2023-02-03,1,2d9bfc10-59fb-424a-b699-7c42f86c7871,1,116,probe00,00c425fd-ec3e-4cd2-b8af-c0bc0c4bdd44,116,"HPF, Isocortex, OLF",HPF:44; Isocortex:43; OLF:5,3,"HPF, Isocortex, OLF",HPF:44; Isocortex:43; OLF:5,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,678,467,211,0.688791
NR_0024,sub-NR_0024,steinmetzlab,4,7,576,2023-02-07,1,f4eb56a4-8bf8-4bbc-a8f3-6e6535134bad,2,154,probe00,bef05a5c-68c3-4513-87c7-b3151c88da8e,91,"TH, HY",TH:74; HY:13,2,"TH, OLF, CTXsp, HY, CNU",TH:74; OLF:27; CTXsp:23; HY:13; CNU:9,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,558,306,252,0.548387
NR_0024,sub-NR_0024,steinmetzlab,4,7,576,2023-02-07,1,f4eb56a4-8bf8-4bbc-a8f3-6e6535134bad,2,154,probe01,e5bd461c-a713-4b3c-b165-a132a711e59d,63,"OLF, CTXsp, CNU",OLF:27; CTXsp:23; CNU:9,3,"TH, OLF, CTXsp, HY, CNU",TH:74; OLF:27; CTXsp:23; HY:13; CNU:9,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,558,306,252,0.548387
NR_0027,sub-NR_0027,steinmetzlab,4,7,630,2022-08-19,1,6c6b0d06-6039-4525-a74b-58cfaa1d3a60,2,137,probe00,3fded122-619c-4e65-aadd-d5420978d167,77,"MB, HPF, Isocortex",MB:47; HPF:13; Isocortex:11,3,"MB, HPF, Isocortex, TH",MB:88; HPF:22; Isocortex:14; TH:1,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1006,667,339,0.663022
NR_0027,sub-NR_0027,steinmetzlab,4,7,630,2022-08-19,1,6c6b0d06-6039-4525-a74b-58cfaa1d3a60,2,137,probe01,6bd246d2-b2c2-4a88-ac44-1a3e0facbaee,60,"MB, HPF, Isocortex, TH",MB:41; HPF:9; Isocortex:3; TH:1,4,"MB, HPF, Isocortex, TH",MB:88; HPF:22; Isocortex:14; TH:1,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1006,667,339,0.663022
NR_0027,sub-NR_0027,steinmetzlab,4,7,630,2022-08-20,1,195443eb-08e9-4a18-a7e1-d105b2ce1429,1,10,probe00,4d2e7e49-5b08-4914-afa6-fd311d957082,10,"MB, HY",MB:9; HY:1,2,"MB, HY",MB:9; HY:1,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1037,695,342,0.670203
NR_0027,sub-NR_0027,steinmetzlab,4,7,630,2022-08-22,1,0f77ca5d-73c2-45bd-aa4c-4c5ed275dbde,2,282,probe00,1ab86a7f-578b-4a46-9c9c-df3be97abcca,92,"Isocortex, CNU",Isocortex:48; CNU:43,2,"Isocortex, CNU, OLF",Isocortex:236; CNU:43; OLF:2,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1191,615,576,0.516373
NR_0027,sub-NR_0027,steinmetzlab,4,7,630,2022-08-22,1,0f77ca5d-73c2-45bd-aa4c-4c5ed275dbde,2,282,probe01,eb7e9f3f-b79d-4cdd-bc24-b13a4008c1b5,190,"Isocortex, OLF",Isocortex:188; OLF:2,2,"Isocortex, CNU, OLF",Isocortex:236; CNU:43; OLF:2,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1191,615,576,0.516373
NR_0027,sub-NR_0027,steinmetzlab,4,7,630,2022-08-23,1,ae8787b1-4229-4d56-b0c2-566b61a25b77,2,201,probe00,06cb2ee3-0fb8-4ace-acbe-19c716f3ca40,84,"CNU, HY, Isocortex",CNU:48; HY:21; Isocortex:2,3,"CNU, Isocortex, HY, CTXsp",CNU:88; Isocortex:74; HY:21; CTXsp:5,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,885,551,334,0.622599
NR_0027,sub-NR_0027,steinmetzlab,4,7,630,2022-08-23,1,ae8787b1-4229-4d56-b0c2-566b61a25b77,2,201,probe01,310c60b6-d68f-4018-a86a-3668ce296837,117,"Isocortex, CNU, CTXsp",Isocortex:72; CNU:40; CTXsp:5,3,"CNU, Isocortex, HY, CTXsp",CNU:88; Isocortex:74; HY:21; CTXsp:5,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,885,551,334,0.622599
NR_0028,sub-NR_0028,steinmetzlab,5,7,943,2023-03-07,1,5c0c560e-9e1f-45e9-b66e-e4ee7855be84,2,277,probe00,478de1ce-d7e7-4221-9365-2abdc6e88fb6,156,"MB, Isocortex, HPF",MB:83; Isocortex:42; HPF:26,3,"MB, Isocortex, HPF",MB:131; Isocortex:69; HPF:67,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1100,843,257,0.766364
NR_0028,sub-NR_0028,steinmetzlab,5,7,943,2023-03-07,1,5c0c560e-9e1f-45e9-b66e-e4ee7855be84,2,277,probe01,d5e5311c-8beb-4f8f-b798-3e9bfa6bcdd8,121,"MB, HPF, Isocortex",MB:48; HPF:41; Isocortex:27,3,"MB, Isocortex, HPF",MB:131; Isocortex:69; HPF:67,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1100,843,257,0.766364
NR_0028,sub-NR_0028,steinmetzlab,5,7,943,2023-03-10,1,28338153-4113-485b-835b-91cb96d984f2,1,112,probe00,697d9e03-edc6-430a-ae76-94628c510161,112,"MB, Isocortex",MB:69; Isocortex:39,2,"MB, Isocortex",MB:69; Isocortex:39,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,906,711,195,0.784768
NR_0028,sub-NR_0028,steinmetzlab,5,7,943,2023-03-14,1,29a6def1-fc5c-4eea-ac48-47e9b053dcb5,1,144,probe00,81ef1ec7-dbcc-410f-9bff-b21a62a909fd,144,"MB, Isocortex, HPF",MB:102; Isocortex:20; HPF:5,3,"MB, Isocortex, HPF",MB:102; Isocortex:20; HPF:5,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,834,636,198,0.76259
NR_0028,sub-NR_0028,steinmetzlab,5,7,943,2023-03-15,3,f56194bc-8215-4ae8-bc6a-89781ad8e050,2,266,probe00,f0c390da-d8e3-4b5f-8df7-bd2f153ed01b,183,"MB, Isocortex",MB:101; Isocortex:79,2,"MB, Isocortex, HPF",MB:101; Isocortex:90; HPF:72,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,696,489,207,0.702586
NR_0028,sub-NR_0028,steinmetzlab,5,7,943,2023-03-15,3,f56194bc-8215-4ae8-bc6a-89781ad8e050,2,266,probe01,18d316bf-d322-4c5c-814e-a58147f7bf5f,83,"HPF, Isocortex",HPF:72; Isocortex:11,2,"MB, Isocortex, HPF",MB:101; Isocortex:90; HPF:72,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,696,489,207,0.702586
NR_0028,sub-NR_0028,steinmetzlab,5,7,943,2023-03-20,1,c958919c-2e75-435d-845d-5b62190b520e,1,144,probe00,cc72fdb7-92e8-47e6-9cea-94f27c0da2d8,144,"HB, MB",HB:119; MB:12,2,"HB, MB",HB:119; MB:12,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,788,561,227,0.711929
NR_0029,sub-NR_0029,steinmetzlab,5,5,115,2023-08-29,1,4e560423-5caf-4cda-8511-d1ab4cd2bf7d,1,7,probe00a,703f2cd2-377a-48ec-979a-135863169671,7,MB,MB:7,1,MB,MB:7,1,True,False,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,575,442,133,0.768696
NR_0029,sub-NR_0029,steinmetzlab,5,5,115,2023-08-30,1,e6594a5b-552c-421a-b376-1a1baa9dc4fd,1,70,probe00,9b5fec96-9f19-4ddf-ba1c-3175e15245e9,70,"HPF, MB",HPF:41; MB:20,2,"HPF, MB",HPF:41; MB:20,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,401,249,152,0.620948
NR_0029,sub-NR_0029,steinmetzlab,5,5,115,2023-08-31,1,de905562-31c6-4c31-9ece-3ee87b97eab4,1,19,probe00b,6a7544a8-d3d4-44a1-a9c6-7f4d460feaac,19,MB,MB:19,1,MB,MB:19,1,True,False,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,401,314,87,0.783042
NR_0029,sub-NR_0029,steinmetzlab,5,5,115,2023-09-05,1,d85c454e-8737-4cba-b6ad-b2339429d99b,1,17,probe00a,fb962a77-ed5a-40e0-bfdf-b3220427c55e,17,"TH, HY",TH:11; HY:6,2,"TH, HY",TH:11; HY:6,2,True,False,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,413,326,87,0.789346
NR_0029,sub-NR_0029,steinmetzlab,5,5,115,2023-09-07,1,3a3ea015-b5f4-4e8b-b189-9364d1fc7435,1,2,probe00a,bf746764-78e0-4b9c-bdf6-65b6ff45745d,2,HY,HY:2,1,HY,HY:2,1,True,False,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,401,263,138,0.65586
NR_0031,sub-NR_0031,steinmetzlab,2,4,390,2023-07-12,1,642c97ea-fe89-4ec9-8629-5e492ea4019d,2,204,probe00,49c2ea3d-2b50-4e8a-b124-9e190960784e,165,HPF,HPF:151,1,"HPF, Isocortex",HPF:166; Isocortex:20,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,489,336,153,0.687117
NR_0031,sub-NR_0031,steinmetzlab,2,4,390,2023-07-12,1,642c97ea-fe89-4ec9-8629-5e492ea4019d,2,204,probe01,b72b22c2-6e9d-4604-9910-20c0e1a467d7,39,"Isocortex, HPF",Isocortex:20; HPF:15,2,"HPF, Isocortex",HPF:166; Isocortex:20,2,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,489,336,153,0.687117
NR_0031,sub-NR_0031,steinmetzlab,2,4,390,2023-07-14,1,caa5dddc-9290-4e27-9f5e-575ba3598614,2,186,probe00,4836a465-c691-4852-a0b1-dcd2b1ce38a1,73,"MB, HPF, Isocortex",MB:36; HPF:27; Isocortex:8,3,"MB, HPF, Isocortex, TH",MB:109; HPF:54; Isocortex:13; TH:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,404,283,121,0.700495
NR_0031,sub-NR_0031,steinmetzlab,2,4,390,2023-07-14,1,caa5dddc-9290-4e27-9f5e-575ba3598614,2,186,probe01,d0046384-16ea-4f69-bae9-165e8d0aeacf,113,"MB, HPF, TH, Isocortex",MB:73; HPF:27; TH:7; Isocortex:5,4,"MB, HPF, Isocortex, TH",MB:109; HPF:54; Isocortex:13; TH:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,404,283,121,0.700495
ibl_witten_13,sub-ibl_witten_13,wittenlab,3,4,567,2019-11-26,1,5139ce2c-7d52-44bf-8129-692d61dd6403,2,220,probe00,3283d8ec-1436-4529-8a16-941bbf65c91d,166,"CNU, HY, HPF, Isocortex",CNU:122; HY:17; HPF:3; Isocortex:2,4,"CNU, MB, HY, Isocortex, HPF",CNU:122; MB:37; HY:17; Isocortex:9; HPF:3,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,1026,653,373,0.636452
ibl_witten_13,sub-ibl_witten_13,wittenlab,3,4,567,2019-11-26,1,5139ce2c-7d52-44bf-8129-692d61dd6403,2,220,probe01,eb82b081-4edc-4d6a-89ee-3453d1c4c8f0,54,"MB, Isocortex",MB:37; Isocortex:7,2,"CNU, MB, HY, Isocortex, HPF",CNU:122; MB:37; HY:17; Isocortex:9; HPF:3,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,1026,653,373,0.636452
ibl_witten_13,sub-ibl_witten_13,wittenlab,3,4,567,2019-11-27,1,49368f16-de69-4647-9a7a-761e94517821,1,108,probe00,958b1089-a066-43e2-990d-8aad703429a2,108,"CNU, HY",CNU:102; HY:2,2,"CNU, HY",CNU:102; HY:2,2,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,544,404,140,0.742647
