subject,dataset_mouse_id,lab,date,session_number,eid,n_probes,n_good_units,probes,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session,raw_lfp_available,raw_lfp_probes,n_raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_trials_total,n_trials_bwm_include,n_trials_excluded_from_bwm,bwm_trial_inclusion_fraction
KS046,sub-KS046,cortexlab,2020-12-03,1,69c9a415-f7fa-4208-887b-1417c1479b48,2,207,"probe00, probe01","Isocortex, CNU, CTXsp, HPF, OLF",Isocortex:88; CNU:47; CTXsp:30; HPF:13; OLF:1,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,637,459,178,0.720565
KS046,sub-KS046,cortexlab,2020-12-04,1,dfbe628d-365b-461c-a07f-8b9911ba83aa,2,351,"probe00, probe01","Isocortex, OLF",Isocortex:277; OLF:74,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,753,516,237,0.685259
KS046,sub-KS046,cortexlab,2020-12-05,1,aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,2,162,"probe00, probe01","Isocortex, HPF, MB, OLF",Isocortex:110; HPF:25; MB:17; OLF:6,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,656,487,169,0.742378
KS051,sub-KS051,cortexlab,2021-05-11,1,0a018f12-ee06-4b11-97aa-bbbff5448e9f,1,126,probe00,"TH, Isocortex, HPF",TH:86; Isocortex:26; HPF:12,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,478,309,169,0.646444
KS051,sub-KS051,cortexlab,2021-05-12,1,4503697e-af44-47d9-898d-4924be990240,1,23,probe01,CNU,CNU:22,1,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,415,307,108,0.739759
KS051,sub-KS051,cortexlab,2021-05-13,1,7082d8ff-255a-47d7-a839-bf093483ec30,2,75,"probe00, probe01","Isocortex, TH, CNU",Isocortex:44; TH:16; CNU:15,3,True,"probe00, probe01",2,False,,False,,Neither,405,264,141,0.651852
KS052,sub-KS052,cortexlab,2021-05-13,1,ac7d3064-7f09-48a3-88d2-e86a4eb86461,2,91,"probe00, probe01","Isocortex, OLF",Isocortex:76; OLF:15,2,True,"probe00, probe01",2,False,,False,,Neither,691,524,167,0.758321
KS055,sub-KS055,cortexlab,2021-05-02,1,b22f694e-4a34-4142-ab9d-2556c3487086,2,272,"probe00, probe01","HPF, Isocortex, MB",HPF:146; Isocortex:100; MB:25,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,480,320,160,0.666667
KS055,sub-KS055,cortexlab,2021-05-03,1,872ce8ff-9fb3-485c-be00-bc5479e0095b,2,326,"probe00, probe01","HPF, Isocortex",HPF:258; Isocortex:67,2,True,"probe00, probe01",2,False,,False,,Neither,443,374,69,0.844244
KS084,sub-KS084,cortexlab,2022-01-31,1,1b715600-0cbc-442c-bd00-5b0ac2865de1,2,131,"probe00, probe01","TH, Isocortex, HPF, HY",TH:101; Isocortex:12; HPF:11; HY:6,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,437,251,186,0.574371
KS086,sub-KS086,cortexlab,2022-03-15,1,e45481fa-be22-4365-972c-e7404ed8ab5a,2,167,"probe00, probe01","OLF, Isocortex, CNU, HPF, CTXsp, MB, TH",OLF:66; Isocortex:39; CNU:35; HPF:17; CTXsp:2; MB:2; TH:2,7,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,525,298,227,0.567619
KS086,sub-KS086,cortexlab,2022-03-16,1,ffef0311-8ffa-49e3-a857-b3adf6d86e12,1,90,probe00,"CNU, Isocortex, OLF, CTXsp",CNU:57; Isocortex:18; OLF:9; CTXsp:2,4,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,578,401,177,0.693772
KS091,sub-KS091,cortexlab,2022-07-04,1,78b4fff5-c5ec-44d9-b5f9-d59493063f00,2,116,"probe00, probe01","Isocortex, CTXsp, HPF, OLF, TH",Isocortex:58; CTXsp:18; HPF:14; OLF:13; TH:13,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,892,615,277,0.689462
KS091,sub-KS091,cortexlab,2022-07-05,1,196a2adf-ff83-49b2-823a-33f990049c2e,2,105,"probe00, probe01","Isocortex, CNU, CTXsp, TH, HPF, OLF",Isocortex:55; CNU:26; CTXsp:12; TH:8; HPF:3; OLF:1,6,True,"probe00, probe01",2,True,left,True,left,DLC + Lightning Pose,600,397,203,0.661667
KS094,sub-KS094,cortexlab,2022-06-15,1,6b0b5d24-bcda-4053-a59c-beaa1fe03b8f,2,120,"probe00, probe01","Isocortex, OLF",Isocortex:92; OLF:26,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,684,433,251,0.633041
KS094,sub-KS094,cortexlab,2022-06-16,1,752456f3-9f47-4fbf-bd44-9d131c0f41aa,2,99,"probe00, probe01","Isocortex, OLF, HPF",Isocortex:78; OLF:18; HPF:3,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,511,338,173,0.661448
KS094,sub-KS094,cortexlab,2022-06-17,1,3f859b5c-e73a-4044-b49e-34bb81e96715,2,273,"probe00, probe01","Isocortex, TH, HPF",Isocortex:149; TH:99; HPF:20,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,490,329,161,0.671429
KS094,sub-KS094,cortexlab,2022-06-20,1,c8d46ee6-eb68-4535-8756-7c9aa32f10e4,1,131,probe00,"Isocortex, OLF",Isocortex:127; OLF:4,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,480,326,154,0.679167
KS096,sub-KS096,cortexlab,2022-06-15,1,1b9e349e-93f2-41cc-a4b5-b212d7ddc8df,2,224,"probe00, probe01","MB, CB, HB",MB:117; CB:49; HB:33,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1140,932,208,0.817544
KS096,sub-KS096,cortexlab,2022-06-16,1,f819d499-8bf7-4da0-a431-15377a8319d5,2,150,"probe00, probe01","CB, MB, Isocortex",CB:60; MB:46; Isocortex:39,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,441,254,187,0.575964
KS096,sub-KS096,cortexlab,2022-06-17,1,8928f98a-b411-497e-aa4b-aa752434686d,2,249,"probe00, probe01","TH, CB, Isocortex, HB, HPF",TH:109; CB:40; Isocortex:32; HB:31; HPF:25,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,663,471,192,0.710407
KS096,sub-KS096,cortexlab,2022-06-20,1,446f4724-1690-49f9-819a-2bd8e2ea88ce,1,79,probe00,HPF,HPF:79,1,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,701,532,169,0.758916
KS096,sub-KS096,cortexlab,2022-06-21,1,a2701b93-d8e1-47e9-a819-f1063046f3e7,1,23,probe00,"HPF, CTXsp",HPF:21; CTXsp:1,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,515,412,103,0.8
DY_008,sub-DY_008,danlab,2020-03-03,1,0f25376f-2b78-4ddc-8c39-b6cdbe7bf5b9,1,172,probe00,"TH, Isocortex, HPF",TH:122; Isocortex:24; HPF:21,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,471,317,154,0.673036
DY_008,sub-DY_008,danlab,2020-03-04,1,ee13c19e-2790-4418-97ca-48f02e8013bb,1,78,probe00,"TH, CNU, Isocortex",TH:29; CNU:17; Isocortex:12,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,409,237,172,0.579462
DY_009,sub-DY_009,danlab,2020-02-27,1,db4df448-e449-4a6f-a0e7-288711e7a75a,1,120,probe00,"TH, HPF, Isocortex, HY, MB",TH:62; HPF:27; Isocortex:10; HY:9; MB:9,5,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,402,289,113,0.718905
DY_009,sub-DY_009,danlab,2020-02-29,1,3dd347df-f14e-40d5-9ff2-9c49f84d2157,1,131,probe00,"MB, Isocortex, HPF",MB:60; Isocortex:30; HPF:17,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,401,239,162,0.59601
DY_009,sub-DY_009,danlab,2020-03-02,1,3c851386-e92d-4533-8d55-89a46f0e7384,1,67,probe00,"HPF, Isocortex",HPF:38; Isocortex:28,2,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,403,270,133,0.669975
DY_009,sub-DY_009,danlab,2020-03-03,1,158d5d35-a2ab-4a76-87b0-51048c5d5283,1,105,probe00,"MB, HPF, Isocortex",MB:51; HPF:46; Isocortex:4,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,401,261,140,0.650873
DY_009,sub-DY_009,danlab,2020-03-04,1,30e5937e-e86a-47e6-93ae-d2ae3877ff8e,1,110,probe00,"MB, HB",MB:109; HB:1,2,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,424,320,104,0.754717
DY_009,sub-DY_009,danlab,2020-03-05,1,413a6825-2144-4a50-b3fc-cf38ddd6fd1a,1,52,probe00,"Isocortex, HPF, HB",Isocortex:25; HPF:13; HB:5,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,456,329,127,0.721491
DY_009,sub-DY_009,danlab,2020-03-06,1,a19c7a3a-7261-42ce-95d5-1f4ca46007ed,1,80,probe00,"MB, Isocortex, HB, HPF",MB:27; Isocortex:16; HB:9; HPF:6,4,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,479,392,87,0.818372
DY_009,sub-DY_009,danlab,2020-03-07,1,e5c772cd-9c92-47ab-9525-d618b66a9b5d,1,176,probe00,"CB, HB",CB:51; HB:49,2,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,514,372,142,0.723735
DY_009,sub-DY_009,danlab,2020-03-09,1,6668c4a0-70a4-4012-a7da-709660971d7a,1,346,probe00,"CB, HB",CB:201; HB:95,2,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,427,308,119,0.721311
DY_010,sub-DY_010,danlab,2020-01-21,1,4fa70097-8101-4f10-b585-db39429c5ed0,1,103,probe00,"TH, Isocortex, HPF",TH:89; Isocortex:9; HPF:5,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,485,339,146,0.698969
DY_010,sub-DY_010,danlab,2020-01-23,1,90d1e82c-c96f-496c-ad4e-ee3f02067f25,1,103,probe00,"MB, Isocortex, HPF",MB:62; Isocortex:28; HPF:12,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,541,353,188,0.652495
DY_010,sub-DY_010,danlab,2020-01-24,1,bb6a5aae-2431-401d-8f6a-9fdd6de655a9,1,89,probe00,"TH, Isocortex, HPF",TH:61; Isocortex:21; HPF:7,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,415,279,136,0.672289
DY_010,sub-DY_010,danlab,2020-01-28,1,931a70ae-90ee-448e-bedb-9d41f3eda647,1,126,probe00,"TH, Isocortex, HPF, HY",TH:48; Isocortex:43; HPF:13; HY:3,4,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,501,387,114,0.772455
DY_010,sub-DY_010,danlab,2020-01-29,1,02fbb6da-3034-47d6-a61b-7d06c796a830,1,96,probe00,"TH, Isocortex, HPF",TH:49; Isocortex:29; HPF:10,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,646,452,194,0.69969
DY_011,sub-DY_011,danlab,2020-01-31,1,7bee9f09-a238-42cf-b499-f51f765c6ded,1,83,probe00,"CNU, Isocortex",CNU:57; Isocortex:25,2,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,449,351,98,0.781737
DY_011,sub-DY_011,danlab,2020-02-01,1,36280321-555b-446d-9b7d-c2e17991e090,1,59,probe00,"Isocortex, CNU",Isocortex:29; CNU:26,2,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,556,429,127,0.771583
DY_011,sub-DY_011,danlab,2020-02-07,1,741979ce-3f10-443a-8526-2275620c8473,1,84,probe00,"TH, Isocortex",TH:34; Isocortex:24,2,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,617,518,99,0.839546
DY_011,sub-DY_011,danlab,2020-02-08,1,cf43dbb1-6992-40ec-a5f9-e8e838d0f643,1,41,probe00,"Isocortex, TH, HPF",Isocortex:20; TH:12; HPF:1,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,402,321,81,0.798507
DY_013,sub-DY_013,danlab,2020-03-06,1,2f63c555-eb74-4d8d-ada5-5c3ecf3b46be,1,34,probe00,"CB, HB",CB:32; HB:2,2,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,407,254,153,0.624079
DY_013,sub-DY_013,danlab,2020-03-07,1,9a629642-3a9c-42ed-b70a-532db0e86199,1,134,probe00,"TH, Isocortex",TH:114; Isocortex:13,2,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,401,266,135,0.663342
DY_013,sub-DY_013,danlab,2020-03-12,1,e535fb62-e245-4a48-b119-88ce62a6fe67,2,107,"probe00, probe01","MB, CNU, Isocortex, HPF",MB:49; CNU:23; Isocortex:10; HPF:7,4,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,434,339,95,0.781106
DY_014,sub-DY_014,danlab,2020-07-13,1,f25642c6-27a5-4a97-9ea0-06652db79fbd,2,135,"probe00, probe01","TH, OLF, Isocortex",TH:55; OLF:50; Isocortex:30,3,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,403,333,70,0.826303
DY_014,sub-DY_014,danlab,2020-07-14,1,4720c98a-a305-4fba-affb-bbfa00a724a4,2,171,"probe00, probe01","CNU, TH, Isocortex, HY",CNU:81; TH:60; Isocortex:28; HY:1,4,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,608,540,68,0.888158
DY_014,sub-DY_014,danlab,2020-07-15,1,7622da34-51b6-4661-98ae-a57d40806008,2,42,"probe00, probe01","TH, Isocortex, CNU",TH:20; Isocortex:12; CNU:10,3,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,585,468,117,0.8
DY_014,sub-DY_014,danlab,2020-07-16,1,b658bc7d-07cd-4203-8a25-7b16b549851b,2,148,"probe00, probe01","CNU, Isocortex, HY",CNU:99; Isocortex:24; HY:16,3,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,925,816,109,0.882162
DY_014,sub-DY_014,danlab,2020-07-17,1,bd456d8f-d36e-434a-8051-ff3997253802,2,228,"probe00, probe01","TH, CNU, Isocortex",TH:80; CNU:74; Isocortex:70,3,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,630,518,112,0.822222
DY_014,sub-DY_014,danlab,2020-07-18,1,ee8b36de-779f-4dea-901f-e0141c95722b,2,220,"probe00, probe01","CNU, Isocortex",CNU:143; Isocortex:71,2,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,553,441,112,0.797468
DY_014,sub-DY_014,danlab,2020-07-19,1,b39752db-abdb-47ab-ae78-e8608bbf50ed,2,147,"probe00, probe01","CNU, TH, HPF, Isocortex",CNU:83; TH:50; HPF:7; Isocortex:7,4,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,636,506,130,0.795597
DY_016,sub-DY_016,danlab,2020-09-11,1,5339812f-8b91-40ba-9d8f-a559563cc46b,2,469,"probe00, probe01","HB, TH, CB, HPF, Isocortex, HY",HB:104; TH:104; CB:77; HPF:15; Isocortex:15; HY:6,6,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,438,292,146,0.666667
DY_016,sub-DY_016,danlab,2020-09-12,1,d23a44ef-1402-4ed7-97f5-47e9a7a504d9,2,398,"probe00, probe01","HB, CB, TH, HPF, Isocortex",HB:158; CB:105; TH:83; HPF:20; Isocortex:8,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,410,290,120,0.707317
DY_016,sub-DY_016,danlab,2020-09-13,1,c3d9b6fb-7fa9-4413-a364-92a54df0fc5d,2,191,"probe00, probe01","HB, CB, MB, HPF",HB:97; CB:46; MB:29; HPF:8,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,587,380,207,0.647359
DY_016,sub-DY_016,danlab,2020-09-14,1,aa20388b-9ea3-4506-92f1-3c2be84b85db,2,192,"probe00, probe01","CNU, MB, OLF, HB, CTXsp",CNU:80; MB:57; OLF:25; HB:15; CTXsp:14,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,519,311,208,0.599229
DY_016,sub-DY_016,danlab,2020-09-15,1,251ece37-7798-477c-8a06-2845d4aa270c,2,264,"probe00, probe01","CB, HB",CB:192; HB:2,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,507,362,145,0.714004
DY_018,sub-DY_018,danlab,2020-10-15,1,54238fd6-d2d0-4408-b1a9-d19d24fd29ce,2,241,"probe00, probe01","TH, MB, HB, Isocortex, HPF, HY",TH:85; MB:57; HB:46; Isocortex:22; HPF:12; HY:3,6,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,623,431,192,0.691814
DY_018,sub-DY_018,danlab,2020-10-17,1,e8b4fda3-7fe4-4706-8ec2-91036cfee6bd,2,175,"probe00, probe01","TH, HPF, HY, MB, Isocortex",TH:101; HPF:38; HY:21; MB:13; Isocortex:2,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,527,386,141,0.732448
DY_018,sub-DY_018,danlab,2020-10-20,1,cde63527-7f5a-4cc3-8ac2-215d82e7da26,2,80,"probe00, probe01","HPF, Isocortex",HPF:40; Isocortex:40,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,508,406,102,0.799213
DY_020,sub-DY_020,danlab,2020-09-29,1,4a45c8ba-db6f-4f11-9403-56e06a33dfa4,2,435,"probe00, probe01","MB, TH, Isocortex, HPF, HY",MB:179; TH:150; Isocortex:45; HPF:27; HY:4,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,401,211,190,0.526185
DY_020,sub-DY_020,danlab,2020-09-30,1,f7335a49-4a98-46d2-a8ce-d041d2eac1d6,2,263,"probe00, probe01","TH, HPF, Isocortex, CNU",TH:177; HPF:38; Isocortex:20; CNU:1,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,402,193,209,0.4801
DY_020,sub-DY_020,danlab,2020-10-01,1,9eec761e-9762-4897-b308-a3a08c311e69,2,211,"probe00, probe01","MB, HB, HPF",MB:144; HB:65; HPF:2,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,744,491,253,0.659946
DY_020,sub-DY_020,danlab,2020-10-02,1,9fe512b8-92a8-4642-83b6-01158ab66c3c,2,173,"probe00, probe01","HB, MB, TH, HPF",HB:72; MB:57; TH:28; HPF:6,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,757,502,255,0.663144
DY_020,sub-DY_020,danlab,2020-10-03,1,26aa51ff-968c-42e4-85c8-8ff47d19254d,2,200,"probe00, probe01","HB, MB, Isocortex",HB:116; MB:64; Isocortex:18,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,534,351,183,0.657303
DY_020,sub-DY_020,danlab,2020-10-04,1,e012d3e3-fdbc-4661-9ffa-5fa284e4e706,2,162,"probe00, probe01","HB, MB, HPF",HB:102; MB:55; HPF:5,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,705,467,238,0.662411
DY_020,sub-DY_020,danlab,2020-10-05,1,948fd27b-507b-41b3-bdf8-f9f5f0af8e0b,2,184,"probe00, probe01","TH, MB, CNU, HY, Isocortex",TH:75; MB:65; CNU:18; HY:3; Isocortex:1,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,604,384,220,0.635762
DY_020,sub-DY_020,danlab,2020-10-06,1,2e22c1fc-eec6-4856-85a0-7dba8668f646,2,306,"probe00, probe01","CNU, HB, TH, CB",CNU:92; HB:70; TH:69; CB:14,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,567,350,217,0.617284
PL015,sub-PL015,hausserlab,2022-02-20,1,64977c74-9c04-437a-9ea1-50386c4996db,1,63,probe00,"HPF, Isocortex, OLF, CTXsp",HPF:43; Isocortex:8; OLF:8; CTXsp:3,4,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,817,497,320,0.608323
PL015,sub-PL015,hausserlab,2022-02-21,2,9a6e127b-bb07-4be2-92e2-53dd858c2762,1,107,probe00,"HPF, Isocortex",HPF:87; Isocortex:13,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,653,434,219,0.664625
PL015,sub-PL015,hausserlab,2022-02-22,1,09156021-9a1d-4e1d-ae59-48cbde3c5d42,1,81,probe00,Isocortex,Isocortex:81,1,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,630,431,199,0.684127
PL015,sub-PL015,hausserlab,2022-02-23,1,90e524a2-aa63-47ce-b5b8-1b1941a1223a,1,134,probe00,"MB, HB",MB:97; HB:37,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,419,333,86,0.794749
PL015,sub-PL015,hausserlab,2022-07-21,1,1d4a7bd6-296a-48b9-b20e-bd0ac80750a5,1,11,probe00,"TH, HPF",TH:9; HPF:1,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,417,238,179,0.570743
PL016,sub-PL016,hausserlab,2022-01-17,1,58c4bf97-ec3b-45b4-9db4-d5d9515d5b00,1,155,probe00,"MB, HB",MB:94; HB:51,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,426,232,194,0.544601
PL017,sub-PL017,hausserlab,2021-11-07,1,10fac7a1-919d-4ca7-83c4-4675bd8d9416,1,140,probe00,"Isocortex, MB, HPF",Isocortex:54; MB:42; HPF:1,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,546,397,149,0.727106
PL017,sub-PL017,hausserlab,2021-11-09,1,8b1f4024-3d96-4ee7-95f9-8a1dfd4ce4ef,1,39,probe00,"MB, HPF",MB:29; HPF:10,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,401,290,111,0.723192
PL017,sub-PL017,hausserlab,2021-11-14,1,68775ca0-b056-48d5-b6ae-a4c2a76ae48f,1,138,probe00,"MB, HPF, Isocortex",MB:96; HPF:19; Isocortex:13,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,817,576,241,0.705018
PL017,sub-PL017,hausserlab,2021-11-15,1,f27e6cd6-cdd3-4524-b8e3-8146046e2a7d,1,129,probe00,"TH, HY, MB, HPF",TH:67; HY:20; MB:15; HPF:5,4,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,419,276,143,0.658711
PL017,sub-PL017,hausserlab,2021-11-16,1,d71e565d-4ddb-42df-849e-f99cfdeced52,2,173,"probe00, probe01","TH, CB, HB, MB",TH:60; CB:43; HB:10; MB:1,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,457,295,162,0.645514
PL017,sub-PL017,hausserlab,2021-11-30,1,1b61b7f2-a599-4e40-abd6-3e758d2c9e25,1,79,probe00,MB,MB:55,1,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,875,537,338,0.613714
PL017,sub-PL017,hausserlab,2021-12-01,1,cea755db-4eee-4138-bdd6-fc23a572f5a1,1,134,probe00,"MB, HB",MB:70; HB:64,2,True,probe00,1,False,,False,,Neither,831,606,225,0.729242
PL024,sub-PL024,hausserlab,2021-12-04,1,30af8629-7b96-45b7-8778-374720ddbc5e,1,126,probe00,"HPF, CTXsp, CNU",HPF:34; CTXsp:29; CNU:5,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,416,307,109,0.737981
PL030,sub-PL030,hausserlab,2022-09-12,1,283ecb4c-e529-409c-9f0a-8ea5191dcf50,1,47,probe00,"HB, CB",HB:38; CB:5,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,460,317,143,0.68913
PL030,sub-PL030,hausserlab,2022-09-14,1,6bf810fd-fbeb-4eea-9ea7-b6791d002b22,1,127,probe00,"HB, CB",HB:108; CB:18,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,489,329,160,0.672802
PL030,sub-PL030,hausserlab,2022-09-15,1,bd07e3a7-09c3-4b67-996b-42b6d5cedf1c,1,175,probe00,"CB, HB",CB:88; HB:21,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,473,387,86,0.818182
PL030,sub-PL030,hausserlab,2022-09-16,1,c16d3557-b2c1-4545-93d0-112ac0915d93,1,459,probe00,"HB, CB",HB:118; CB:93,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,532,380,152,0.714286
PL030,sub-PL030,hausserlab,2022-10-06,1,2038e95d-64d4-4ecb-83d0-1308d3c598f8,1,130,probe00,"TH, HPF, HY",TH:109; HPF:17; HY:1,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,535,352,183,0.657944
PL030,sub-PL030,hausserlab,2022-10-08,1,500a71dd-8768-4211-a1fe-1fafc9fcbf29,1,36,probe00,"TH, HPF, HY",TH:24; HPF:9; HY:2,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,408,292,116,0.715686
PL030,sub-PL030,hausserlab,2022-10-13,1,61caa69d-088b-465a-b9d0-d75341dabac6,1,188,probe00,"MB, HY",MB:183; HY:5,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,504,323,181,0.640873
PL030,sub-PL030,hausserlab,2022-10-17,2,233617ec-c5cf-4eda-afc8-3b1d94f36d73,1,79,probe00,"TH, CNU, HPF",TH:50; CNU:19; HPF:5,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,444,363,81,0.817568
PL031,sub-PL031,hausserlab,2022-11-15,1,ef38e503-dd79-4185-bf87-4712d4f274fe,1,104,probe00,"CNU, OLF, CTXsp",CNU:69; OLF:19; CTXsp:12,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,577,295,282,0.511265
PL031,sub-PL031,hausserlab,2022-11-16,1,fbd28ea6-3251-48e0-b215-2c51ec5185f7,1,48,probe00,"CNU, CTXsp, OLF",CNU:18; CTXsp:17; OLF:9,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,629,277,352,0.440382
PL031,sub-PL031,hausserlab,2022-11-17,1,9fcbd1a0-77e6-4c41-9428-eeaee74becd5,1,21,probe00,CNU,CNU:16,1,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,522,249,273,0.477011
